date,team1,score1,team2,score2,venue,score_diff
11/16/2023,Alcorn St.,77,UAB,80,UAB,-3
11/25/2023,Furman,86,UAB,92,UAB,-6
11/28/2023,McNeese St.,81,UAB,60,UAB,21
12/01/2023,Southern Miss,85,UAB,82,UAB,3
12/17/2023,Montevallo,56,UAB,92,UAB,-36
12/22/2023,Drake,78,UAB,79,UAB,-1
12/29/2023,UNC Asheville,85,UAB,90,UAB,-5
11/06/2023,Jessup,51,UC Davis,86,UC Davis,-35
11/09/2023,Pepperdine,78,UC Davis,79,UC Davis,-1
11/14/2023,North Dakota St.,53,UC Davis,68,UC Davis,-15
11/26/2023,Sacramento St.,69,UC Davis,63,UC Davis,6
12/09/2023,Milwaukee,81,UC Davis,79,UC Davis,2
12/19/2023,Montana,73,UC Davis,61,UC Davis,12
12/21/2023,California Merced,57,UC Davis,80,UC Davis,-23
12/28/2023,UC Santa Barbara,62,UC Davis,76,UC Davis,-14
12/30/2023,Cal Poly,46,UC Davis,71,UC Davis,-25
11/11/2023,New Mexico St.,74,UC Irvine,91,UC Irvine,-17
11/17/2023,Occidental,51,UC Irvine,111,UC Irvine,-60
11/21/2023,Pepperdine,60,UC Irvine,76,UC Irvine,-16
11/24/2023,Rice,68,UC Irvine,83,UC Irvine,-15
12/16/2023,South Dakota,78,UC Irvine,121,UC Irvine,-43
12/28/2023,UC Riverside,66,UC Irvine,73,UC Irvine,-7
11/07/2023,California Merced,69,UC Riverside,76,UC Riverside,-7
11/26/2023,Bethesda,63,UC Riverside,109,UC Riverside,-46
12/03/2023,North Dakota,62,UC Riverside,68,UC Riverside,-6
12/16/2023,Cal Baptist,70,UC Riverside,69,UC Riverside,1
12/21/2023,Idaho,67,UC Riverside,82,UC Riverside,-15
12/30/2023,UC Santa Barbara,77,UC Riverside,79,UC Riverside,-2
11/06/2023,Denver,87,UC San Diego,95,UC San Diego,-8
11/11/2023,San Diego,63,UC San Diego,69,UC San Diego,-6
11/13/2023,La Verne,57,UC San Diego,116,UC San Diego,-59
11/18/2023,Navy,55,UC San Diego,73,UC San Diego,-18
12/01/2023,San Diego St.,63,UC San Diego,62,UC San Diego,1
12/05/2023,Occidental,67,UC San Diego,98,UC San Diego,-31
12/28/2023,Cal St. Bakersfield,64,UC San Diego,76,UC San Diego,-12
11/09/2023,Portland St.,82,UC Santa Barbara,76,UC Santa Barbara,6
11/19/2023,Le Moyne,72,UC Santa Barbara,96,UC Santa Barbara,-24
11/22/2023,Westmont,79,UC Santa Barbara,91,UC Santa Barbara,-12
11/29/2023,Northern Arizona,59,UC Santa Barbara,70,UC Santa Barbara,-11
12/09/2023,Bethesda,76,UC Santa Barbara,126,UC Santa Barbara,-50
12/20/2023,Howard,81,UC Santa Barbara,94,UC Santa Barbara,-13
11/06/2023,FIU,62,UCF,85,UCF,-23
11/16/2023,Cal St. Fullerton,44,UCF,72,UCF,-28
11/19/2023,South Dakota St.,80,UCF,83,UCF,-3
11/20/2023,Charlotte,71,UCF,74,UCF,-3
11/26/2023,Stetson,85,UCF,82,UCF,3
12/02/2023,Lipscomb,57,UCF,72,UCF,-15
12/06/2023,Jacksonville,52,UCF,94,UCF,-42
12/10/2023,Mississippi,70,UCF,68,UCF,2
12/18/2023,Maine,51,UCF,74,UCF,-23
12/21/2023,Florida A&M,56,UCF,69,UCF,-13
12/29/2023,Bethune Cookman,54,UCF,98,UCF,-44
11/06/2023,Saint Francis,44,UCLA,75,UCLA,-31
11/10/2023,Lafayette,50,UCLA,68,UCLA,-18
11/15/2023,LIU,58,UCLA,78,UCLA,-20
11/22/2023,Gonzaga,69,UCLA,65,UCLA,4
11/30/2023,UC Riverside,65,UCLA,66,UCLA,-1
12/19/2023,Cal St. Northridge,76,UCLA,72,UCLA,4
12/22/2023,Maryland,69,UCLA,60,UCLA,9
11/11/2023,Marist,65,UMBC,59,UMBC,6
11/14/2023,Penn St. York,65,UMBC,84,UMBC,-19
11/17/2023,Sacred Heart,80,UMBC,85,UMBC,-5
11/19/2023,Loyola MD,79,UMBC,94,UMBC,-15
12/02/2023,Lehigh,87,UMBC,92,UMBC,-5
12/09/2023,Towson,89,UMBC,73,UMBC,16
12/29/2023,American,87,UMBC,85,UMBC,2
11/06/2023,Avila,48,UMKC,79,UMKC,-31
11/11/2023,Saint Mary,42,UMKC,95,UMKC,-53
11/24/2023,UNC Greensboro,76,UMKC,64,UMKC,12
11/30/2023,Southeast Missouri St.,44,UMKC,74,UMKC,-30
12/12/2023,Tabor,57,UMKC,80,UMKC,-23
12/29/2023,Oral Roberts,60,UMKC,77,UMKC,-17
11/06/2023,Rivier,51,UMass Lowell,96,UMass Lowell,-45
12/05/2023,Fisher,69,UMass Lowell,117,UMass Lowell,-48
12/12/2023,LIU,65,UMass Lowell,78,UMass Lowell,-13
12/16/2023,Central Connecticut,57,UMass Lowell,54,UMass Lowell,3
12/31/2023,Emerson,48,UMass Lowell,116,UMass Lowell,-68
11/11/2023,UNC Wilmington,83,UNC Asheville,66,UNC Asheville,17
11/14/2023,Carolina,54,UNC Asheville,117,UNC Asheville,-63
11/18/2023,Virginia Lynchburg,59,UNC Asheville,114,UNC Asheville,-55
11/25/2023,Wofford,82,UNC Asheville,85,UNC Asheville,-3
11/26/2023,Western Kentucky,67,UNC Asheville,77,UNC Asheville,-10
12/01/2023,Johnson TN,51,UNC Asheville,97,UNC Asheville,-46
12/18/2023,South Carolina St.,75,UNC Asheville,79,UNC Asheville,-4
12/23/2023,Kennesaw St.,70,UNC Asheville,79,UNC Asheville,-9
11/10/2023,North Carolina A&T,78,UNC Greensboro,94,UNC Greensboro,-16
12/01/2023,William Peace,56,UNC Greensboro,88,UNC Greensboro,-32
12/07/2023,Eastern Kentucky,85,UNC Greensboro,87,UNC Greensboro,-2
12/10/2023,Elon,73,UNC Greensboro,82,UNC Greensboro,-9
12/21/2023,Virginia Lynchburg,57,UNC Greensboro,135,UNC Greensboro,-78
11/06/2023,Mount Olive,66,UNC Wilmington,105,UNC Wilmington,-39
11/14/2023,Columbia International,80,UNC Wilmington,116,UNC Wilmington,-36
12/10/2023,Montreat,50,UNC Wilmington,119,UNC Wilmington,-69
11/08/2023,Southern,85,UNLV,71,UNLV,14
11/11/2023,Stetson,55,UNLV,71,UNLV,-16
11/20/2023,Florida St.,83,UNLV,75,UNLV,8
11/28/2023,Akron,70,UNLV,72,UNLV,-2
12/09/2023,Loyola Marymount,78,UNLV,75,UNLV,3
12/13/2023,Creighton,64,UNLV,79,UNLV,-15
12/21/2023,Hofstra,56,UNLV,74,UNLV,-18
12/31/2023,Carroll MT,51,UNLV,87,UNLV,-36
11/09/2023,Cal St. Bakersfield,59,USC,85,USC,-26
11/14/2023,UC Irvine,70,USC,60,USC,10
11/19/2023,Brown,70,USC,81,USC,-11
11/23/2023,Seton Hall,63,USC,71,USC,-8
11/24/2023,Oklahoma,72,USC,70,USC,2
11/29/2023,Eastern Washington,78,USC,106,USC,-28
12/02/2023,Gonzaga,89,USC,76,USC,13
12/10/2023,Long Beach St.,84,USC,79,USC,5
11/12/2023,Carolina,48,USC Upstate,106,USC Upstate,-58
11/25/2023,Voorhees,44,USC Upstate,79,USC Upstate,-35
12/09/2023,Kennesaw St.,84,USC Upstate,77,USC Upstate,7
12/16/2023,Western Carolina,70,USC Upstate,53,USC Upstate,17
12/30/2023,Coker,76,USC Upstate,96,USC Upstate,-20
11/06/2023,Oral Roberts,71,UT Arlington,75,UT Arlington,-4
11/11/2023,Texas Tyler,64,UT Arlington,95,UT Arlington,-31
11/22/2023,Alcorn St.,69,UT Arlington,82,UT Arlington,-13
11/25/2023,Texas St.,73,UT Arlington,66,UT Arlington,7
11/29/2023,Abilene Christian,71,UT Arlington,86,UT Arlington,-15
12/06/2023,UNT Dallas,37,UT Arlington,74,UT Arlington,-37
12/16/2023,Air Force,73,UT Arlington,76,UT Arlington,-3
11/06/2023,Southwestern Adventist,59,UT Rio Grande Valley,110,UT Rio Grande Valley,-51
11/20/2023,North American,73,UT Rio Grande Valley,92,UT Rio Grande Valley,-19
11/29/2023,Grand Canyon,79,UT Rio Grande Valley,69,UT Rio Grande Valley,10
12/15/2023,Texas A&M Corpus Chris,86,UT Rio Grande Valley,76,UT Rio Grande Valley,10
12/30/2023,Incarnate Word,74,UT Rio Grande Valley,77,UT Rio Grande Valley,-3
11/06/2023,McMurry,71,UTEP,120,UTEP,-49
11/09/2023,Science and Arts,72,UTEP,123,UTEP,-51
11/13/2023,UC Santa Barbara,76,UTEP,89,UTEP,-13
11/17/2023,Austin Peay,63,UTEP,71,UTEP,-8
11/22/2023,Bradley,63,UTEP,59,UTEP,4
11/29/2023,Texas A&M Corpus Chris,67,UTEP,63,UTEP,4
12/04/2023,Western New Mexico,62,UTEP,90,UTEP,-28
12/20/2023,Norfolk St.,65,UTEP,67,UTEP,-2
12/21/2023,Wyoming,67,UTEP,78,UTEP,-11
12/30/2023,Seattle,73,UTEP,61,UTEP,12
11/06/2023,Western Illinois,68,UTSA,78,UTSA,-10
11/24/2023,Jacksonville St.,77,UTSA,62,UTSA,15
11/25/2023,Incarnate Word,80,UTSA,90,UTSA,-10
11/30/2023,Lamar,83,UTSA,86,UTSA,-3
12/10/2023,Arkansas Fort Smith,60,UTSA,93,UTSA,-33
12/21/2023,Army,63,UTSA,53,UTSA,10
12/28/2023,Prairie View A&M,89,UTSA,103,UTSA,-14
11/06/2023,Eastern Washington,66,Utah,101,Utah,-35
11/10/2023,UC Riverside,53,Utah,82,Utah,-29
11/17/2023,Houston,76,Utah,66,Utah,10
11/19/2023,St. John's,91,Utah,82,Utah,9
11/30/2023,Hawaii,66,Utah,79,Utah,-13
12/05/2023,Southern Utah,86,Utah,88,Utah,-2
12/09/2023,BYU,69,Utah,73,Utah,-4
12/16/2023,Utah Valley,62,Utah,76,Utah,-14
12/20/2023,Bellarmine,43,Utah,85,Utah,-42
12/29/2023,Washington St.,58,Utah,80,Utah,-22
12/31/2023,Washington,90,Utah,95,Utah,-5
11/06/2023,South Dakota Mines,48,Utah St.,101,Utah St.,-53
11/14/2023,Southern Utah,84,Utah St.,93,Utah St.,-9
11/19/2023,Marshall,60,Utah St.,83,Utah St.,-23
11/21/2023,Stephen F. Austin,49,Utah St.,79,Utah St.,-30
12/02/2023,UC Irvine,69,Utah St.,79,Utah St.,-10
12/06/2023,San Diego,81,Utah St.,108,Utah St.,-27
12/09/2023,Northwest Nazarene,53,Utah St.,84,Utah St.,-31
12/16/2023,San Francisco,53,Utah St.,54,Utah St.,-1
12/22/2023,East Tennessee St.,65,Utah St.,80,Utah St.,-15
12/02/2023,Utah Valley,53,Utah Tech,65,Utah Tech,-12
12/09/2023,Idaho,63,Utah Tech,62,Utah Tech,1
12/16/2023,North Dakota,79,Utah Tech,62,Utah Tech,17
12/30/2023,FIU,92,Utah Tech,96,Utah Tech,-4
11/06/2023,Carroll MT,73,Utah Valley,81,Utah Valley,-8
11/24/2023,Western Colorado,52,Utah Valley,87,Utah Valley,-35
11/29/2023,Seattle,72,Utah Valley,78,Utah Valley,-6
12/05/2023,Weber St.,54,Utah Valley,70,Utah Valley,-16
12/20/2023,Liberty,79,Utah Valley,63,Utah Valley,16
11/06/2023,McNeese St.,76,VCU,65,VCU,11
11/10/2023,Samford,65,VCU,75,VCU,-10
11/15/2023,Radford,50,VCU,73,VCU,-23
11/18/2023,Seattle,56,VCU,60,VCU,-4
11/23/2023,Iowa St.,68,VCU,64,VCU,4
11/26/2023,Penn St.,74,VCU,86,VCU,-12
12/01/2023,Norfolk St.,63,VCU,60,VCU,3
12/06/2023,Memphis,85,VCU,80,VCU,5
12/10/2023,Alcorn St.,58,VCU,86,VCU,-28
12/16/2023,Temple,78,VCU,87,VCU,-9
12/22/2023,Maryland Eastern Shore,51,VCU,75,VCU,-24
12/30/2023,Gardner Webb,73,VCU,87,VCU,-14
11/09/2023,Christendom,53,VMI,87,VMI,-34
11/17/2023,South Dakota,85,VMI,81,VMI,4
11/25/2023,Clarks Summit,63,VMI,100,VMI,-37
12/02/2023,Presbyterian,75,VMI,71,VMI,4
12/09/2023,American,77,VMI,69,VMI,8
12/22/2023,Penn State New Kensing,65,VMI,82,VMI,-17
11/06/2023,Trinity Christian,61,Valparaiso,100,Valparaiso,-39
11/10/2023,IUPUI,66,Valparaiso,56,Valparaiso,10
11/14/2023,Green Bay,59,Valparaiso,64,Valparaiso,-5
11/21/2023,Western Illinois,66,Valparaiso,73,Valparaiso,-7
11/25/2023,Southern,59,Valparaiso,71,Valparaiso,-12
11/29/2023,Drake,83,Valparaiso,65,Valparaiso,18
12/16/2023,Chicago St.,63,Valparaiso,62,Valparaiso,1
12/19/2023,Samford,79,Valparaiso,61,Valparaiso,18
11/07/2023,Presbyterian,68,Vanderbilt,62,Vanderbilt,6
11/10/2023,USC Upstate,67,Vanderbilt,74,Vanderbilt,-7
11/14/2023,UNC Greensboro,70,Vanderbilt,74,Vanderbilt,-4
11/17/2023,Central Arkansas,71,Vanderbilt,75,Vanderbilt,-4
11/23/2023,N.C. State,84,Vanderbilt,78,Vanderbilt,6
11/29/2023,Boston College,80,Vanderbilt,62,Vanderbilt,18
12/02/2023,Alabama A&M,59,Vanderbilt,78,Vanderbilt,-19
12/06/2023,San Francisco,73,Vanderbilt,60,Vanderbilt,13
12/19/2023,Western Carolina,63,Vanderbilt,62,Vanderbilt,1
12/30/2023,Dartmouth,53,Vanderbilt,69,Vanderbilt,-16
11/06/2023,Merrimack,55,Vermont,67,Vermont,-12
11/11/2023,Plattsburgh St.,41,Vermont,92,Vermont,-51
11/16/2023,Charleston,64,Vermont,73,Vermont,-9
11/22/2023,Northern Vermont,57,Vermont,106,Vermont,-49
11/29/2023,Dartmouth,53,Vermont,64,Vermont,-11
12/02/2023,Yale,65,Vermont,66,Vermont,-1
12/09/2023,Colgate,77,Vermont,71,Vermont,6
11/06/2023,American,63,Villanova,90,Villanova,-27
11/10/2023,Le Moyne,57,Villanova,83,Villanova,-26
11/17/2023,Maryland,40,Villanova,57,Villanova,-17
11/23/2023,North Carolina,81,Villanova,83,Villanova,-2
11/29/2023,Saint Joseph's,78,Villanova,65,Villanova,13
12/02/2023,Drexel,57,Villanova,55,Villanova,2
12/09/2023,UCLA,56,Villanova,65,Villanova,-9
11/06/2023,Tarleton St.,50,Virginia,80,Virginia,-30
11/14/2023,North Carolina A&T,51,Virginia,80,Virginia,-29
11/16/2023,Texas Southern,33,Virginia,62,Virginia,-29
11/20/2023,Wisconsin,65,Virginia,41,Virginia,24
11/29/2023,Texas A&M,47,Virginia,59,Virginia,-12
12/02/2023,Syracuse,62,Virginia,84,Virginia,-22
12/05/2023,North Carolina Central,47,Virginia,77,Virginia,-30
12/16/2023,Northeastern,54,Virginia,56,Virginia,-2
12/27/2023,Morgan St.,44,Virginia,79,Virginia,-35
11/06/2023,Coppin St.,55,Virginia Tech,100,Virginia Tech,-45
11/15/2023,Campbell,44,Virginia Tech,60,Virginia Tech,-16
11/19/2023,Wofford,76,Virginia Tech,98,Virginia Tech,-22
11/23/2023,Boise St.,75,Virginia Tech,82,Virginia Tech,-7
11/24/2023,Iowa St.,62,Virginia Tech,71,Virginia Tech,-9
11/26/2023,Florida Atlantic,84,Virginia Tech,50,Virginia Tech,34
12/03/2023,Louisville,68,Virginia Tech,75,Virginia Tech,-7
12/09/2023,Valparaiso,50,Virginia Tech,71,Virginia Tech,-21
12/16/2023,Vermont,51,Virginia Tech,73,Virginia Tech,-22
12/21/2023,American,55,Virginia Tech,77,Virginia Tech,-22
11/09/2023,Molloy,48,Wagner,83,Wagner,-35
11/25/2023,NJIT,51,Wagner,64,Wagner,-13
12/10/2023,Boston University,73,Wagner,59,Wagner,14
12/22/2023,Gwynedd Mercy,49,Wagner,98,Wagner,-49
11/06/2023,Elon,78,Wake Forest,101,Wake Forest,-23
11/16/2023,Utah,77,Wake Forest,70,Wake Forest,7
11/17/2023,Towson,61,Wake Forest,71,Wake Forest,-10
11/19/2023,LSU,86,Wake Forest,80,Wake Forest,6
11/24/2023,Charleston Southern,56,Wake Forest,71,Wake Forest,-15
11/29/2023,Florida,71,Wake Forest,82,Wake Forest,-11
12/06/2023,Rutgers,57,Wake Forest,76,Wake Forest,-19
12/09/2023,NJIT,59,Wake Forest,83,Wake Forest,-24
12/18/2023,Delaware St.,59,Wake Forest,88,Wake Forest,-29
12/21/2023,Presbyterian,68,Wake Forest,91,Wake Forest,-23
12/30/2023,Virginia Tech,63,Wake Forest,86,Wake Forest,-23
11/06/2023,Bellarmine,57,Washington,91,Washington,-34
11/09/2023,Northern Kentucky,67,Washington,75,Washington,-8
11/12/2023,Nevada,83,Washington,76,Washington,7
11/17/2023,Xavier,71,Washington,74,Washington,-3
11/19/2023,San Diego St.,100,Washington,97,Washington,3
11/28/2023,UC San Diego,56,Washington,83,Washington,-27
12/02/2023,Colorado St.,86,Washington,81,Washington,5
12/05/2023,Montana St.,61,Washington,85,Washington,-24
12/09/2023,Gonzaga,73,Washington,78,Washington,-5
12/21/2023,Eastern Washington,66,Washington,73,Washington,-7
11/06/2023,Idaho,59,Washington St.,84,Washington St.,-25
11/10/2023,Prairie View A&M,65,Washington St.,83,Washington St.,-18
11/18/2023,Mississippi St.,76,Washington St.,64,Washington St.,12
11/24/2023,Utah Tech,53,Washington St.,93,Washington St.,-40
11/27/2023,Eastern Washington,72,Washington St.,82,Washington St.,-10
12/02/2023,Portland St.,61,Washington St.,71,Washington St.,-10
12/06/2023,UC Riverside,49,Washington St.,86,Washington St.,-37
12/10/2023,Grambling St.,65,Washington St.,83,Washington St.,-18
12/16/2023,Santa Clara,69,Washington St.,61,Washington St.,8
12/21/2023,Boise St.,61,Washington St.,66,Washington St.,-5
11/07/2023,Benedictine Mesa,62,Weber St.,96,Weber St.,-34
11/17/2023,Gardner Webb,62,Weber St.,61,Weber St.,1
11/19/2023,Colgate,57,Weber St.,55,Weber St.,2
11/27/2023,Navajo Tech,45,Weber St.,107,Weber St.,-62
12/09/2023,Cal Poly,50,Weber St.,78,Weber St.,-28
12/21/2023,Park Gilbert,39,Weber St.,90,Weber St.,-51
12/28/2023,Montana,63,Weber St.,93,Weber St.,-30
12/30/2023,Montana St.,64,Weber St.,86,Weber St.,-22
11/06/2023,Missouri St.,59,West Virginia,67,West Virginia,-8
11/10/2023,Monmouth,73,West Virginia,65,West Virginia,8
11/14/2023,Jacksonville St.,57,West Virginia,70,West Virginia,-13
11/22/2023,Virginia,56,West Virginia,54,West Virginia,2
11/26/2023,Bellarmine,58,West Virginia,62,West Virginia,-4
12/01/2023,St. John's,79,West Virginia,73,West Virginia,6
12/06/2023,Pittsburgh,80,West Virginia,63,West Virginia,17
12/09/2023,Drexel,60,West Virginia,66,West Virginia,-6
12/20/2023,Radford,66,West Virginia,65,West Virginia,1
12/23/2023,Toledo,81,West Virginia,91,West Virginia,-10
11/07/2023,Dalton St.,65,Western Carolina,106,Western Carolina,-41
11/18/2023,McNeese St.,74,Western Carolina,76,Western Carolina,-2
11/26/2023,North Alabama,63,Western Carolina,81,Western Carolina,-18
12/09/2023,UNC Asheville,63,Western Carolina,78,Western Carolina,-15
12/21/2023,Brescia,47,Western Carolina,85,Western Carolina,-38
12/30/2023,King,62,Western Carolina,90,Western Carolina,-28
11/12/2023,St. Ambrose,59,Western Illinois,94,Western Illinois,-35
11/17/2023,Southern,80,Western Illinois,88,Western Illinois,-8
11/30/2023,Hannibal LaGrange,40,Western Illinois,92,Western Illinois,-52
12/03/2023,South Dakota,70,Western Illinois,68,Western Illinois,2
12/06/2023,Coe,58,Western Illinois,80,Western Illinois,-22
12/18/2023,Eureka,56,Western Illinois,92,Western Illinois,-36
11/06/2023,Kentucky Wesleyan,64,Western Kentucky,90,Western Kentucky,-26
11/18/2023,Kentucky St.,75,Western Kentucky,95,Western Kentucky,-20
11/25/2023,Canisius,85,Western Kentucky,77,Western Kentucky,8
11/29/2023,Campbellsville,77,Western Kentucky,101,Western Kentucky,-24
12/03/2023,Eastern Kentucky,69,Western Kentucky,79,Western Kentucky,-10
12/16/2023,Austin Peay,64,Western Kentucky,65,Western Kentucky,-1
12/30/2023,Abilene Christian,84,Western Kentucky,86,Western Kentucky,-2
11/06/2023,North Dakota St.,80,Western Michigan,76,Western Michigan,4
11/11/2023,Georgia St.,77,Western Michigan,70,Western Michigan,7
11/24/2023,Southeastern Louisiana,67,Western Michigan,68,Western Michigan,-1
11/25/2023,Mercer,66,Western Michigan,72,Western Michigan,-6
12/01/2023,St. Thomas,66,Western Michigan,51,Western Michigan,15
12/09/2023,Youngstown St.,72,Western Michigan,68,Western Michigan,4
12/29/2023,Aquinas,71,Western Michigan,127,Western Michigan,-56
11/06/2023,Lipscomb,59,Wichita St.,76,Wichita St.,-17
11/09/2023,Western Kentucky,61,Wichita St.,71,Wichita St.,-10
11/12/2023,Friends,65,Wichita St.,95,Wichita St.,-30
11/19/2023,Saint Louis,69,Wichita St.,88,Wichita St.,-19
11/25/2023,Norfolk St.,67,Wichita St.,80,Wichita St.,-13
11/29/2023,Richmond,68,Wichita St.,80,Wichita St.,-12
12/09/2023,South Dakota St.,79,Wichita St.,69,Wichita St.,10
12/16/2023,Southern Illinois,68,Wichita St.,69,Wichita St.,-1
11/06/2023,Regent,29,William & Mary,84,William & Mary,-55
11/09/2023,American,56,William & Mary,75,William & Mary,-19
11/19/2023,Lindenwood,71,William & Mary,60,William & Mary,11
11/25/2023,UMBC,81,William & Mary,96,William & Mary,-15
12/06/2023,Old Dominion,79,William & Mary,84,William & Mary,-5
12/10/2023,Virginia Lynchburg,50,William & Mary,99,William & Mary,-49
11/08/2023,Brevard,44,Winthrop,98,Winthrop,-54
11/11/2023,Drexel,74,Winthrop,72,Winthrop,2
11/17/2023,Holy Cross,51,Winthrop,89,Winthrop,-38
11/18/2023,IUPUI,61,Winthrop,74,Winthrop,-13
11/19/2023,Elon,70,Winthrop,78,Winthrop,-8
11/28/2023,Bob Jones,49,Winthrop,90,Winthrop,-41
12/05/2023,Queens,82,Winthrop,88,Winthrop,-6
12/29/2023,Toccoa Falls,62,Winthrop,113,Winthrop,-51
11/06/2023,Arkansas St.,76,Wisconsin,105,Wisconsin,-29
11/10/2023,Tennessee,80,Wisconsin,70,Wisconsin,10
11/17/2023,Robert Morris,68,Wisconsin,78,Wisconsin,-10
11/27/2023,Western Illinois,49,Wisconsin,71,Wisconsin,-22
12/02/2023,Marquette,64,Wisconsin,75,Wisconsin,-11
12/14/2023,Jacksonville St.,60,Wisconsin,75,Wisconsin,-15
12/22/2023,Chicago St.,53,Wisconsin,80,Wisconsin,-27
11/06/2023,Brevard,68,Wofford,85,Wofford,-17
11/11/2023,High Point,98,Wofford,99,Wofford,-1
11/24/2023,Canisius,76,Wofford,67,Wofford,9
11/26/2023,Lipscomb,85,Wofford,78,Wofford,7
12/17/2023,Kentucky Christian,54,Wofford,105,Wofford,-51
12/29/2023,Southern Wesleyan,55,Wofford,75,Wofford,-20
11/14/2023,Toledo,78,Wright St.,77,Wright St.,1
11/20/2023,Louisiana,85,Wright St.,91,Wright St.,-6
11/22/2023,Illinois St.,49,Wright St.,74,Wright St.,-25
11/29/2023,IUPUI,74,Wright St.,103,Wright St.,-29
12/07/2023,Bethel IN,62,Wright St.,81,Wright St.,-19
12/12/2023,Western Kentucky,91,Wright St.,84,Wright St.,7
12/19/2023,Miami OH,82,Wright St.,92,Wright St.,-10
12/22/2023,Muskingum,54,Wright St.,101,Wright St.,-47
11/07/2023,Northern New Mexico,56,Wyoming,104,Wyoming,-48
11/11/2023,Cal Poly,66,Wyoming,80,Wyoming,-14
11/16/2023,Saint Louis,79,Wyoming,69,Wyoming,10
11/17/2023,Charleston,60,Wyoming,67,Wyoming,-7
12/05/2023,South Dakota Mines,59,Wyoming,80,Wyoming,-21
12/09/2023,Stephen F. Austin,70,Wyoming,78,Wyoming,-8
12/16/2023,Weber St.,84,Wyoming,71,Wyoming,13
12/20/2023,South Dakota St.,65,Wyoming,78,Wyoming,-13
11/06/2023,Robert Morris,63,Xavier,77,Xavier,-14
11/10/2023,Jacksonville,56,Xavier,79,Xavier,-23
11/19/2023,Saint Mary's,49,Xavier,66,Xavier,-17
11/24/2023,Bryant,75,Xavier,100,Xavier,-25
11/27/2023,Oakland,78,Xavier,76,Xavier,2
12/01/2023,Houston,66,Xavier,60,Xavier,6
12/05/2023,Delaware,87,Xavier,80,Xavier,7
12/09/2023,Cincinnati,79,Xavier,84,Xavier,-5
12/16/2023,Winthrop,59,Xavier,75,Xavier,-16
12/23/2023,Seton Hall,54,Xavier,74,Xavier,-20
11/06/2023,Vassar,53,Yale,102,Yale,-49
11/17/2023,Colgate,50,Yale,68,Yale,-18
11/18/2023,Weber St.,75,Yale,65,Yale,10
11/29/2023,Stony Brook,71,Yale,79,Yale,-8
12/06/2023,Fairfield,75,Yale,71,Yale,4
12/08/2023,Colby Sawyer,36,Yale,95,Yale,-59
11/13/2023,Ohio Christian,71,Youngstown St.,99,Youngstown St.,-28
11/17/2023,Utah Tech,68,Youngstown St.,75,Youngstown St.,-7
11/19/2023,Lake Erie,57,Youngstown St.,79,Youngstown St.,-22
11/29/2023,Cleveland St.,69,Youngstown St.,94,Youngstown St.,-25
12/14/2023,Bethany WV,70,Youngstown St.,107,Youngstown St.,-37
12/18/2023,Westminster PA,45,Youngstown St.,117,Youngstown St.,-72
12/21/2023,Navy,65,Youngstown St.,75,Youngstown St.,-10
12/31/2023,Oakland,88,Youngstown St.,81,Youngstown St.,7
